"ID","Timestamp","Age","Country","EatMeat","OriginiInfluenceMarket","OriginiInfluenceRestaurant","BuyingFromWeb","WebSite","SpendForNoAntibiotics","QRcode","Satisfaction","WhySatisfation","MeatConsumptionReduction","Microbiome","Shop1","Shop2","Shop3","Shop4","Shop5","Advisor1","Advisor2","Advisor3","Advisor4","Advisor5","Advisor6","1","2","MeatPropensity","Awareness","EarlyAdoption"
161,"21/04/2021 14:47:51","18-29","Ireland","Every day","A little","A little","Yes","","Between 10 and 30% more","I have never scanned it","Yes","","No","I have heard about the microbiome, but I have never bought these products.","Butcher's","Supermarket","","","","Nutritionist","Personal trainer","","","","",1,0,1.36100022587032,-0.695025087760804,0.0629697663653041
162,"21/04/2021 14:55:14","18-29","Germany","Less than three times a week","A little","A little","Yes","","> 30% more","I have never scanned it","Yes","","Yes, I already have","I have never heard of the microbiome","Supermarket","","","","","(Audio)Books + Podcasts","","","","","",0,1,-0.363542664626068,-0.662050159356304,0.138153454714288
163,"21/04/2021 14:55:57","18-29","France","Every day","A little","Not at all","No","","Equal","I have never scanned it","Yes","","No","I have never heard of the microbiome","Supermarket","","","","","Nutritionist","Internet forums","TV","Supermarket/shop website","","",1,0,1.40225202797968,-1.24807042171789,0.350051147544315
164,"21/04/2021 14:57:59","30-49","Italy","Less than three times a week","Very","Not at all","Yes","","Between 10 and 30% more","I have never scanned it","No","","Yes, I already have","I have heard about the microbiome, but I have never bought these products.","Butcher's","Supermarket","","","","Internet forums","","","","","",0,1,-0.347990304752665,0.279915388652095,-0.125619916049729
165,"21/04/2021 15:02:05","30-49","Germany","Less than three times a week","Very","Not at all","Yes","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I already have","I have heard about the microbiome, but I have never bought these products.","Supermarket","","","","","My studies","publications","","","","",0,1,-0.471892806765787,0.225138379493099,0.0251640756988452
166,"21/04/2021 15:02:41","18-29","Germany","Less than three times a week","Very","Fairly","No","","> 30% more","I have never scanned it","Yes","","Yes, I already have","I have never heard of the microbiome","Butcher's","","","","","None ","","","","","",0,1,-0.495314368101966,0.789010678946459,-0.356967001570803
167,"21/04/2021 15:05:37","18-29","UK","Less than three times a week","Very","A little","Yes","","Equal","I have never scanned it","Yes","","Yes, I already have","Yes","Local market","Supermarket","","","","Internet forums","Magazines","","","","",0,1,-0.445160293235114,0.326409265050461,0.0620848852045341
168,"21/04/2021 15:09:18","18-29","Italy","At least three times a week","Fairly","Fairly","Yes","","Between 1% and 10% more","I have never scanned it","Yes","","Yes, I already have","I have never heard of the microbiome","Supermarket","","","","","Nutritionist","Internet forums","","","","",1,0,0.22057094254435,-0.109761562081886,0.139841777004707
169,"21/04/2021 15:11:17","30-49","Germany","Less than three times a week","Very","Not at all","No","","Between 10 and 30% more","I have never scanned it","Yes","","No","I have heard about the microbiome, but I have never bought these products.","Supermarket","","","","","Internet forums","","","","","",1,0,-0.215653060846096,0.148492876220671,0.0445982636511335
170,"21/04/2021 15:19:35","18-29","France","Never","A little","Not at all","No","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I already have","I have never heard of the microbiome","When I buy some meat","I go the first market I can find ","","","","Internet forums","","","","","",1,0,-1.19175566014226,-0.894273835272749,-0.123836328361285
171,"21/04/2021 15:22:37","18-29","Italy","Less than three times a week","Very","Very","Yes","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I already have","I have heard about the microbiome, but I have never bought these products.","Supermarket","","","","","Nutritionist","Personal trainer","","","","",0,1,-0.568120942574784,1.00404827296865,-0.0518604595493166
172,"21/04/2021 15:30:02","18-29","Italy","Less than three times a week","Fairly","A little","Yes","","> 30% more","I have never scanned it","Yes","","Yes, I would like to do it in the next few years","I have never heard of the microbiome","Butcher's","Supermarket","","","","Internet forums","Magazines","","","","",1,0,-0.0478730043166074,-0.0535015582525587,-0.109548955775416
173,"21/04/2021 15:30:50","18-29","Italy","Never","Very","Very","Yes","","> 30% more","I have never scanned it","No","","Yes, I already have","I have never heard of the microbiome","Local market","Supermarket","","","","","","","","","",0,1,-1.35771782197042,1.07303342236876,-0.018114680109033
174,"21/04/2021 15:30:54","18-29","Italy","Less than three times a week","Very","Very","Yes","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I already have","I have heard about the microbiome, but I have never bought these products.","Supermarket","","","","","Internet forums","Education (Biology)","","","","",0,1,-0.475157498322401,0.938451332262494,0.0472315521005782
175,"21/04/2021 15:37:43","18-29","Italy","Less than three times a week","Very","Very","Yes","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I already have","I have heard about the microbiome, but I have never bought these products.","Local market","Supermarket","","","","Nutritionist","Internet forums","","","","",0,1,-0.527969002155911,0.977401101402141,-0.0124800292382999
176,"21/04/2021 15:38:49","18-29","Italy","Less than three times a week","Very","Fairly","No","","Between 10 and 30% more","I have never scanned it","Yes","","No","I have never heard of the microbiome","Butcher's","Local market","Supermarket","","","Internet forums","Magazines","Supermarket/shop website","","","",1,0,0.000176988301067217,0.569147713675638,-0.131757890448096
177,"21/04/2021 15:47:14","18-29","Italy","Less than three times a week","Very","Fairly","Yes","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I already have","I have heard about the microbiome, but I have never bought these products.","Local market","Supermarket","","","","TV","Magazines","","","","",0,1,-0.363112522624247,0.646203847498191,0.0121424598443327
178,"21/04/2021 15:47:41","30-49","Italy","Less than three times a week","A little","Fairly","Yes","","Between 10 and 30% more","I have never scanned it","Yes","","No","I have never heard of the microbiome","Butcher's","","","","","Nutritionist","Internet forums","Supermarket/shop website","","","",1,0,-0.0686869192869759,-0.448409814917891,-0.205312698246344
179,"21/04/2021 15:57:51","> 70","USA","At least three times a week","Not at all","Not at all","No","","Equal","I have never scanned it","Yes","","No","I have never heard of the microbiome","Local market","Supermarket","","","","","","","","","",1,0,0.52125508347777,-1.73924188563313,0.161641958191178
180,"21/04/2021 16:04:07","30-49","Turkey","Less than three times a week","Not at all","Not at all","Yes","","Equal","I have never scanned it","Yes","","Yes, I already have","I have never heard of the microbiome","Supermarket","","","","","Internet forums","Supermarket/shop website","","","","",0,1,-0.243287353345067,-1.71162775783862,0.318699824298269
181,"21/04/2021 16:05:20","18-29","Italy","At least three times a week","Fairly","A little","No","","Equal","I have never scanned it","Yes","","Yes, I would like to do it in the next few years","Yes","Supermarket","","","","","Internet forums","Supermarket/shop website","","","","",1,0,0.424856041079744,-0.374812362508563,0.230283136490917
182,"21/04/2021 16:06:49","18-29","Italy","At least three times a week","Fairly","Very","Yes","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I already have","I have never heard of the microbiome","Butcher's","Supermarket","","","","Nutritionist","","","","","",1,0,0.344745851931917,0.250575778947574,-0.112016722673527
183,"21/04/2021 16:07:37","18-29","Sweden","Never","Very","Fairly","Yes","","> 30% more","I have never scanned it","Yes","","Yes, I already have","I have heard about the microbiome, but I have never bought these products.","Butcher's","Local market","","","","","","","","","",0,1,-1.13484788804715,0.998150667837771,-0.405201663284836
184,"21/04/2021 16:13:10","18-29","Italy","At least three times a week","Very","Very","Yes","","Between 10 and 30% more","I have never scanned it","Yes","","No","I have never heard of the microbiome","Supermarket","","","","","Internet forums","TV","","","","",1,0,0.592066752580197,0.761755197245346,0.1803153840866
185,"21/04/2021 16:16:16","18-29","France","Less than three times a week","Fairly","Not at all","Yes","","Between 1% and 10% more","I have never scanned it","Yes","","Yes, I already have","I have heard about the microbiome, but I have never bought these products.","Supermarket","","","","","Nutritionist","","","","","",0,1,-0.431283469933053,-0.40822078884624,0.0514241591950301
186,"21/04/2021 16:19:11","50-69","Italy","At least three times a week","Very","Fairly","No","","> 30% more","I have never scanned it","Yes","","No","I have never heard of the microbiome","Butcher's","Local market","Supermarket","","","Magazines","","","","","",1,0,0.482513672597824,0.676253162768022,-0.181960241860996
187,"21/04/2021 16:25:08","18-29","Italy","Never","Very","Very","No","","Equal","I have never scanned it","Yes","","Yes, I already have","I have heard about the microbiome, but I have never bought these products.","Local market","Supermarket","","","","Nutritionist","","","","","",0,1,-1.26929850405631,0.796845791967335,-0.160517971246242
188,"21/04/2021 16:27:15","18-29","Italy","Less than three times a week","Fairly","A little","Yes","","Between 10 and 30% more","I have never scanned it","No","Poveri animaletti, condizioni pessime di allevamento","Yes, in the near future","I have heard about the microbiome, but I have never bought these products.","Supermarket","","","","","Nutritionist","TV","","","","",1,0,-0.665641708828707,-0.142176666721785,0.0756261605911549
189,"21/04/2021 16:30:37","18-29","Italy","Less than three times a week","Fairly","Not at all","Yes","","Between 1% and 10% more","I have never scanned it","Yes","","Yes, I already have","I have never heard of the microbiome","Butcher's","Local market","","","","Nutritionist","Personal trainer","","","","",0,1,-0.386098306745406,-0.327677504031995,-0.288084408240489
190,"21/04/2021 16:51:07","30-49","Italy","Less than three times a week","Very","A little","Yes","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I already have","I have heard about the microbiome, but I have never bought these products.","Butcher's","Local market","","","","Nutritionist","","","","","",0,1,-0.503579425399611,0.599062346406951,-0.369941837593666
191,"21/04/2021 16:53:35","18-29","Italy","At least three times a week","Fairly","Fairly","No","","> 30% more","I have never scanned it","Yes","","Yes, I would like to do it in the next few years","I have never heard of the microbiome","Supermarket","","","","","TV","","","","","",1,0,0.442060954154694,-0.0334662308751566,0.129527059340838
192,"21/04/2021 17:27:33","18-29","Italy","Less than three times a week","Fairly","Fairly","Yes","","Between 1% and 10% more","I have never scanned it","Yes","","No","I have never heard of the microbiome","Butcher's","Supermarket","","","","Internet forums","","","","","",1,0,0.0953645978058243,-0.0262299784802751,-0.0727541292020108
193,"21/04/2021 17:27:33","30-49","Spain","Less than three times a week","Fairly","A little","No","","Between 10 and 30% more","I have never scanned it","Yes","Which ones? I did not get the precious question","Yes, I already have","I have heard about the microbiome, but I have never bought these products.","Supermarket","","","","","Internet forums","Family","culture","","","",0,1,-0.444520739804461,-0.199969905979674,0.0427385579038101
194,"21/04/2021 17:30:25","18-29","UK","Less than three times a week","Very","Very","Yes","","> 30% more","I have never scanned it","No","it is hard to find trusted sustainable food retail industry. Lack of transparency is a source of major frustration","Yes, I already have","I have heard about the microbiome, but I have never bought these products.","Supermarket","","","","","news magazines","FAO reports","books and own research (informed network of people)","","","",0,1,-0.67750578955881,1.08989987482439,0.0401049280640585
195,"21/04/2021 17:53:09","30-49","Italy","Less than three times a week","Very","A little","Yes","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I already have","I have heard about the microbiome, but I have never bought these products.","Butcher's","Supermarket","","","","Internet forums","","","","","",0,1,-0.235930996481807,0.500654272639441,-0.158809950149379
196,"21/04/2021 18:08:07","18-29","France","At least three times a week","A little","Not at all","No","","> 30% more","I have never scanned it","Yes","","Yes, in the near future","I have never heard of the microbiome","Butcher's","","","","","","","","","","",1,0,0.0880653350306639,-0.811634561104416,-0.211727572881412
197,"21/04/2021 18:17:23","18-29","Germany","Less than three times a week","A little","Not at all","No","","Between 1% and 10% more","I have never scanned it","Yes","","Yes, I already have","I have never heard of the microbiome","Supermarket","","","","","Nutritionist","Internet forums","Instagram","","","",0,1,-0.384609449548669,-1.04946597105526,0.0875514538246776
198,"21/04/2021 18:38:03","18-29","Italy","Never","Very","Very","No","","> 30% more","Origin and ingredients","Yes","","Yes, I already have","I have heard about the microbiome, but I have never bought these products.","Farmer (eggs)","","","","","Books","","","","","",0,1,-1.41352865623028,1.23588349227553,-0.287157111221244
199,"21/04/2021 18:58:01","18-29","Luxembourg","At least three times a week","A little","Not at all","Yes","","Between 1% and 10% more","I have never scanned it","Yes","","Yes, in the near future","I have never heard of the microbiome","Supermarket","","","","","Personal trainer","Supermarket/shop website","","","","",1,0,0.159325656305022,-1.06840820749439,0.280741376106208
200,"21/04/2021 19:15:50","30-49","Ireland","Less than three times a week","Not at all","Not at all","No","","Equal","I have never scanned it","Yes","","Yes, I already have","I have never heard of the microbiome","Local market","","","","","Nutritionist","TV","Personal trainer","Supermarket/shop website","","",0,1,-0.378353269087652,-1.61302084914849,-0.0601317319657062
201,"21/04/2021 19:16:36","18-29","Italy","At least three times a week","Fairly","Not at all","Yes","","Between 10 and 30% more","Nutritional values","Yes","","Yes, in the near future","I have heard about the microbiome, but I have never bought these products.","Supermarket","","","","","Nutritionist","Internet forums","","","","",1,0,0.0487098972669376,-0.3886146444309,0.139411941877983
202,"21/04/2021 19:22:07","18-29","UK","Never","Very","Very","No","","Equal","I have never scanned it","No","","Yes, I already have","Yes","I am vegan","","","","","Nutritionist","Internet forums","TV","Magazines","","",0,1,-1.40570941992951,0.916683586028648,-0.258159416042693
203,"21/04/2021 20:00:04","30-49","Ireland","Every day","Not at all","Very","No","","Between 1% and 10% more","I have never scanned it","Yes","","No","I have heard about the microbiome, but I have never bought these products.","Supermarket","","","","","Internet forums","","","","","",1,0,1.22237257491549,-1.03597918905998,0.292148300471795
204,"21/04/2021 20:12:19","18-29","France","Never","A little","Not at all","No","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I already have","I have never heard of the microbiome","When I buy some meat","I go the first market I can find ","","","","Internet forums","","","","","",1,0,-1.19175566014226,-0.894273835272749,-0.123836328361285
205,"21/04/2021 20:20:12","18-29","Italy","Every day","Fairly","A little","No","","Between 1% and 10% more","I have never scanned it","Yes","","No","I have never heard of the microbiome","Butcher's","Local market","","","","","","","","","",1,0,1.17388151689424,-0.275700737127798,-0.140932226015328
206,"21/04/2021 20:22:43","18-29","Italy","Less than three times a week","Fairly","Very","Yes","","Between 10 and 30% more","I have never scanned it","No","","Yes, I already have","I have never heard of the microbiome","Supermarket","","","","","Nutritionist","Magazines","","","","",0,1,-0.670672132704709,0.223799365623103,0.0147242042664792
207,"21/04/2021 21:06:30","18-29","Italy","At least three times a week","Very","A little","No","","Between 1% and 10% more","I have never scanned it","Yes","","No","I have never heard of the microbiome","Local market","","","","","Internet forums","","","","","",1,0,0.239255624046933,0.249992884154374,-0.0205884356769258
208,"21/04/2021 21:12:19","18-29","Italy","At least three times a week","Very","Fairly","Yes","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I already have","I have heard about the microbiome, but I have never bought these products.","Butcher's","Local market","Supermarket","","","Nutritionist","Internet forums","TV","Magazines","Supermarket/shop website","",1,0,0.497853542236328,0.663543697954344,-0.0722185981600821
209,"21/04/2021 21:17:14","18-29","Italy","Less than three times a week","Fairly","Fairly","Yes","","Between 10 and 30% more","I have never scanned it","No","I would like to know how animals are treated","Yes, I already have","I have never heard of the microbiome","Supermarket","","","","","Internet forums","Parents (doctors)","","","","",0,1,-0.546976929670652,-0.0522041141618671,0.198109305652532
210,"21/04/2021 21:24:43","18-29","Italy","Every day","A little","A little","Yes","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I would like to do it in the next few years","I have heard about the microbiome, but I have never bought these products.","Supermarket","","","","","Internet forums","","","","","",1,0,1.14333478425661,-0.792185777857437,0.34989558675093
211,"21/04/2021 21:43:05","50-69","Germany","Never","A little","Not at all","Yes","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I already have","I have never heard of the microbiome","Supermarket","","","","","Internet forums","Books","","","","",1,0,-1.07293832326297,-0.908567298954864,0.0812934023380493
212,"21/04/2021 21:45:53","18-29","Rome","At least three times a week","Not at all","Not at all","Yes","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, in the near future","I have heard about the microbiome, but I have never bought these products.","Supermarket","","","","","Nutritionist","","","","","",1,0,0.111778089714781,-1.45270945390862,0.182677124719793
213,"21/04/2021 22:03:06","18-29","Italy","At least three times a week","Fairly","Not at all","No","","Between 1% and 10% more","I have never scanned it","Yes","","Yes, I already have","I have never heard of the microbiome","Local market","Supermarket","","","","Personal trainer","Internet","and professional opinions on social media","","","",1,0,0.229715309504223,-0.568919350094112,0.135857542459519
214,"21/04/2021 22:11:32","18-29","France","Every day","A little","Not at all","No","","Equal","I have never scanned it","Yes","","No","I have never heard of the microbiome","Supermarket","","","","","Nutritionist","Internet forums","TV","Supermarket/shop website","","",1,0,1.40225202797968,-1.24807042171789,0.350051147544315
215,"21/04/2021 22:19:57","18-29","Italy","Less than three times a week","Fairly","A little","No","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I already have","I have never heard of the microbiome","Butcher's","Supermarket","Own production","","","Nutritionist","Internet forums","","","","",0,1,-0.246543714477635,-0.168538396382756,-0.177978327671343
216,"21/04/2021 22:47:14","18-29","Italy","Less than three times a week","A little","Fairly","Yes","","Between 10 and 30% more","I have never scanned it","No","Too vague of a question. It depends on the product. I personally think especially meat and diary products feel not fresh and natural enough.","Yes, I already have","I have heard about the microbiome, but I have never bought these products.","Supermarket","","","","","Internet forums","","","","","",0,1,-0.505046123385558,-0.553083206250095,0.2509454303188
217,"21/04/2021 23:05:29","18-29","Germany","At least three times a week","Very","Fairly","No","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, in the near future","I have heard about the microbiome, but I have never bought these products.","Butcher's","Supermarket","","","","Nutritionist","","","","","",1,0,0.0584079687318568,0.655751964553102,-0.203787443800356
218,"22/04/2021 00:00:34","30-49","Italy","At least three times a week","Fairly","Fairly","Yes","","Equal","I have never scanned it","No","for the treament animals has to suffer, and the bad quality of their life","Yes, I already have","I have heard about the microbiome, but I have never bought these products.","Local market","Supermarket","","","","TV","Magazines","Supermarket/shop website","","","",1,0,0.211353580829722,-0.14606389187179,0.204541478434011
219,"22/04/2021 00:38:26","18-29","Italy","At least three times a week","Very","Fairly","Yes","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, in the near future","I have never heard of the microbiome","Butcher's","Local market","Supermarket","","","Nutritionist","Internet forums","","","","",1,0,0.150067680444991,0.641924495398567,-0.128577064107897
220,"22/04/2021 00:54:23","18-29","Luxembourg","At least three times a week","Fairly","A little","Yes","","Between 10 and 30% more","I have never scanned it","Yes","","No","I have heard about the microbiome, but I have never bought these products.","Butcher's","Local market","Supermarket","","","Internet forums","TV","Magazines","Supermarket/shop website","","",1,0,0.908942465668901,-0.167700757250914,0.0566988191890424
221,"22/04/2021 01:22:48","50-69","Italy","Less than three times a week","Fairly","Fairly","No","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I already have","I have heard about the microbiome, but I have never bought these products.","Supermarket","","","","","Internet forums","Supermarket/shop website","","","","",0,1,-0.439631071122099,-0.0178967727255128,0.0557200026517832
222,"22/04/2021 07:04:27","30-49","Italy","At least three times a week","Very","Fairly","No","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I would like to do it in the next few years","I have heard about the microbiome, but I have never bought these products.","Butcher's","Local market","","","","Nutritionist","","","","","",1,0,0.22344567022185,0.726121937878219,-0.360396338507733
223,"22/04/2021 07:16:58","30-49","Germany","Every day","A little","Not at all","Yes","","Between 10 and 30% more","I have never scanned it","Yes","","No","I have never heard of the microbiome","Supermarket","","","","","Internet forums","","","","","",1,0,1.28029911528953,-1.05622098510785,0.34865110429689
224,"22/04/2021 07:58:34","18-29","Luxembourg","Less than three times a week","Fairly","A little","Yes","","> 30% more","I have never scanned it","Yes","","Yes, I already have","I have never heard of the microbiome","Supermarket","","","","","Internet forums","TV","Magazines","","","",0,1,-0.256109619436281,-0.135041181375719,0.114895318833054
225,"22/04/2021 08:20:32","18-29","Sweden","Never","Very","Fairly","Yes","","> 30% more","I have never scanned it","Yes","","Yes, I already have","I have heard about the microbiome, but I have never bought these products.","Butcher's","Local market","","","","","","","","","",0,1,-1.13484788804715,0.998150667837771,-0.405201663284836
226,"22/04/2021 08:39:30","30-49","Italy","Less than three times a week","Very","Fairly","Yes and I already do","Alvearechedicesi ","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I already have","I have heard about the microbiome, but I have never bought these products.","Alvearechedicesi","","","","","Nutritionist","","","","","",0,1,-0.691790432311596,0.849476196748894,-0.15988217596545
227,"22/04/2021 09:09:06","18-29","Italy","At least three times a week","Fairly","Fairly","No","","Between 10 and 30% more","I have never scanned it","No","I would prefer to eat more genuine products","Yes, I already have","I have heard about the microbiome, but I have never bought these products.","Supermarket","","","","","Internet forums","Magazines","","","","",1,0,0.0427054716206726,-0.0644099130018951,0.151356302141609
228,"22/04/2021 10:04:47","18-29","France","Less than three times a week","Fairly","Fairly","Yes","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I already have","I have never heard of the microbiome","Local market","Supermarket","","","","Internet forums","TV","","","","",0,1,-0.239574889999488,-0.038166034736399,0.144388291666124
229,"22/04/2021 11:00:25","30-49","Indonesia","At least three times a week","Fairly","Fairly","Yes and I already do","Tokopedia","Equal","halal food","Yes","","No","I have never heard of the microbiome","Local market","","","","","Internet forums","Magazines","Supermarket/shop website","","","",1,0,0.370407006563638,-0.0637864047076802,0.072035407474498
230,"22/04/2021 14:02:01","18-29","Rocca Di Papa","At least three times a week","Very","Very","Yes","","> 30% more","I have never scanned it","Yes","","Yes, in the near future","Yes","Butcher's","","","","","Internet forums","","","","","",1,0,-0.0287078224759832,1.39078742926352,-0.268039146666009
231,"22/04/2021 15:28:57","18-29","Italy","Less than three times a week","Very","A little","No","","Between 10 and 30% more","I have never scanned it","Yes","","No","I have never heard of the microbiome","Butcher's","Local market","","","","Network/Family","","","","","",1,0,-0.205039430328338,0.438798227189514,-0.307097105940468
232,"22/04/2021 15:50:21","30-49","France","Less than three times a week","Very","Not at all","Yes","","Equal","I have never scanned it","Yes","","Yes, I already have","I have never heard of the microbiome","Butcher's","Supermarket","","","","Any","","","","","",0,1,-0.238723218322188,0.125047487008341,-0.167149275527439
233,"22/04/2021 16:44:51","18-29","Italy","Less than three times a week","Very","Fairly","Yes","","Between 10 and 30% more","I have never scanned it","Yes","","No","I have never heard of the microbiome","Butcher's","Supermarket","","","","Internet forums","Magazines","Supermarket/shop website","","","",1,0,0.048967781652653,0.628963846599269,-0.094924185094913
234,"22/04/2021 17:05:26","18-29","France","Never","A little","Not at all","No","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I already have","I have never heard of the microbiome","When I buy some meat","I go the first market I can find ","","","","Internet forums","","","","","",1,0,-1.19175566014226,-0.894273835272749,-0.123836328361285
235,"22/04/2021 17:54:30","30-49","Italy","Less than three times a week","Very","Fairly","Yes","","Between 10 and 30% more","To trace its origin","Yes","","Yes, I already have","I have heard about the microbiome, but I have never bought these products.","Supermarket","","","","","Nutritionist","Magazines","","","","",0,1,-0.599107615450312,0.699207757027824,-0.0877600097268721
236,"22/04/2021 21:04:55","30-49","Italy","At least three times a week","Fairly","Fairly","No","","Between 1% and 10% more","I have never scanned it","Yes","","Yes, in the near future","Yes","Butcher's","Supermarket","","","","Nutritionist","Internet forums","Personal trainer","","","",1,0,0.127162133371137,0.0272301326209622,-0.159454043571723
237,"22/04/2021 21:44:37","18-29","Nigeria","Never","Not at all","Not at all","No","","Equal","I am a vegetarian","No","I am a vegetarian","Yes, I already have","I have never heard of the microbiome","I am a vegetarian","","","","","Personal trainer","","","","","",1,0,-1.31029426840658,-1.58440427073415,-0.0736826524401332
238,"22/04/2021 22:45:00","18-29","Luxembourg","Every day","Fairly","Not at all","No","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I would like to do it in the next few years","Yes","Butcher's","Supermarket","","","","Internet forums","","","","","",1,0,1.22489639413304,-0.410482992375723,0.0612179958911414
239,"22/04/2021 23:31:41","18-29","France","Never","A little","Not at all","No","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I already have","I have never heard of the microbiome","When I buy some meat","I go the first market I can find ","","","","Internet forums","","","","","",1,0,-1.19175566014226,-0.894273835272749,-0.123836328361285
240,"23/04/2021 11:00:49","18-29","France","Never","A little","Not at all","No","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I already have","I have never heard of the microbiome","When I buy some meat","I go the first market I can find ","","","","Internet forums","","","","","",1,0,-1.19175566014226,-0.894273835272749,-0.123836328361285
241,"23/04/2021 12:32:00","18-29","Italy","At least three times a week","Fairly","Fairly","No","","Between 1% and 10% more","I have never scanned it","Yes","","Yes, I would like to do it in the next few years","Yes","Local market","Supermarket","","","","Internet forums","Personal trainer","","","","",1,0,0.352397903604563,-0.0974177268682797,0.15606015255802
242,"23/04/2021 13:58:09","18-29","Italy","At least three times a week","Very","A little","Yes","","> 30% more","I have never scanned it","Yes","","Yes, I already have","I have never heard of the microbiome","Butcher's","Supermarket","","","","Nutritionist","Internet forums","TV","","","",1,0,0.496091426558363,0.48598715069363,-0.0772565796935102
243,"23/04/2021 13:58:33","18-29","Italy","Less than three times a week","Very","Fairly","Yes","","Between 1% and 10% more","I have never scanned it","Yes","","Yes, I would like to do it in the next few years","I have never heard of the microbiome","Local market","Supermarket","","","","TV","News","","","","",1,0,-0.181928473714336,0.486984556279978,0.0704449681053814
244,"23/04/2021 17:11:05","18-29","The Netherlands","Less than three times a week","Fairly","Fairly","Yes","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I already have","I have heard about the microbiome, but I have never bought these products.","Local market","Supermarket","","","","Nutritionist","Internet forums","","","","",0,1,-0.439615738276466,0.0464527981653458,0.0582414007166074
245,"23/04/2021 17:56:03","18-29","France","Less than three times a week","Very","Not at all","Yes and I already do","https://laruchequiditoui.fr/fr","Between 10 and 30% more","Ingredients, supply chain...","No","Hard to find tasty local vegetables","Yes, I already have","I have heard about the microbiome, but I have never bought these products.","Local market","","","","","Internet forums","Supermarket/shop website","","","","",0,1,-0.646977466649253,0.302577586083972,0.0488324081889321
246,"23/04/2021 21:39:46","50-69","Germany","Less than three times a week","Very","Very","No","","> 30% more","I have never scanned it","Yes","","Yes, I already have","I have never heard of the microbiome","Butcher's","Local market","","","","Nutritionist","Internet forums","","","","",0,1,-0.595703574488561,1.2345671925511,-0.448223782589038
247,"24/04/2021 10:16:23","18-29","Italy","At least three times a week","Very","Fairly","No","","> 30% more","I have never scanned it","Yes","","Yes, I already have","I have heard about the microbiome, but I have never bought these products.","Butcher's","Supermarket","","","","Internet forums","Personal trainer","","","","",1,0,0.338816867865449,0.70217595043444,-0.107361761038752
248,"24/04/2021 10:19:06","18-29","Sweden","Never","Very","Fairly","Yes","","> 30% more","I have never scanned it","Yes","","Yes, I already have","I have heard about the microbiome, but I have never bought these products.","Butcher's","Local market","","","","","","","","","",0,1,-1.13484788804715,0.998150667837771,-0.405201663284836
249,"24/04/2021 12:58:06","18-29","USA","Every day","Fairly","Not at all","Yes","","> 30% more","I have never scanned it","Yes","","No","Yes","Butcher's","Local market","Supermarket","Internet","","Internet forums","","","","","",1,0,1.71715210530842,-0.31318606956579,0.161260064660546
250,"24/04/2021 12:58:40","18-29","Finland","Less than three times a week","Fairly","A little","Yes","","> 30% more","I have never scanned it","Yes","","Yes, I already have","I have never heard of the microbiome","Supermarket","","","","","Internet forums","","","","","",0,1,-0.378325808093275,-0.142328118292717,0.140624633150094
251,"24/04/2021 13:08:56","18-29","Canada","At least three times a week","Fairly","Fairly","Yes","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I already have","I have never heard of the microbiome","Local market","Supermarket","","","","Nutritionist","Internet forums","TV","Personal trainer","","",1,0,0.353029524298438,-0.0533066017416451,0.151818243803073
252,"24/04/2021 16:26:23","18-29","Sweden","Never","Very","A little","Yes","","Between 10 and 30% more","I have never scanned it","Yes","","Yes, I already have","I have never heard of the microbiome","Supermarket","","","","","Nutritionist","Supermarket/shop website","Social media ","","","",0,1,-1.16202509887606,0.414585814478928,-0.0234157629372206
253,"24/04/2021 16:45:22","18-29","France","Every day","Very","Very","Yes","","Equal","I have never scanned it","No","Bad quality","No","I have never heard of the microbiome","Butcher's","Supermarket","","","","TV","Supermarket/shop website","","","","",1,0,1.30327520471983,0.610647656688179,0.120839740781913
